,tag,name,badgeId,trophies,rank,memberCount
58,#2CY9Q99VC,Mystic Brawl,8000010,1490150,59,30
59,#2G00J88GY,SpaceOrbit⚡,8000018,1480247,60,28
60,#28JV0G98V,TEAM TURTLE🐢II,8000027,1476043,61,29
61,#2CJUCJQY9,❄️IᴄᴇSᴘᴀɪɴX,8000050,1475043,62,29
62,#LYRY2Y82,La Eagles,8000007,1469532,63,29
63,#LLY80CUP,HTC/Nowers,8000036,1469495,64,30
64,#2Y2YCL282,Junk & Co,8000059,1467644,65,30
65,#2GPPYRGCU,Only Skill🤕,8000025,1465185,66,28
66,#29PGUC8QY,EL BRAWL😪,8000037,1464573,67,29
67,#2CJ22PVPJ,Brawl Kings's,8000055,1462494,68,28
68,#2C8PGJ9RR,NXS |Temis,8000006,1462301,69,30
69,#2CJ8VQGYQ,~ AD¥CTOS ~,8000004,1462012,70,30
70,#2C8J8G980,JesuClub,8000032,1459694,71,30
71,#2JUQVQY9V,Spanish BS,8000025,1459534,72,30
72,#22YQQ2JYJ,LA Zero,8000014,1457221,73,30
73,#2YV0YJQQ8,BGamers,8000013,1453276,74,30
74,#2JR9QVRGP,Mortis May Cry,8000039,1449764,75,30
75,#28V8Y0L98,SP|ESPAÑA,8000029,1444723,76,30
76,#2C9RVQR8C,BaterDeMunich,8000023,1439000,77,30
77,#200YP90P,Perfect Unit,8000038,1434743,78,30
78,#8Q0G8PPC,Brawler Andaluz,8000014,1431196,79,30
79,#2V90YQ8,El Bar de Mou,8000055,1430667,80,30
80,#QG0C2V98,OP|STARS,8000018,1429879,81,28
81,#22YQLYRPU,LA Gods,8000014,1428922,82,29
82,#2Y0GVLGYL,DeTranquis3,8000045,1428098,83,30
83,#2CJR2YUYR,ADYCTOS,8000008,1424958,84,30
84,#2CPVJ2UCL,-SORRY NOOB-,8000023,1424639,85,29
85,#2C9V0LJQJ,$MiniBrawl$,8000057,1424133,86,30
86,#2CGY9RPG0,PREpush2025,8000055,1423934,87,28
87,#2QC9UQQ00,Spain 🇪🇸,8000049,1422341,88,30
88,#2C0UL8YLR,PorKoalasTodo🐨,8000012,1418451,89,30
89,#2G88R88P2,Team FrigoPie👻,8000057,1417930,90,30
90,#VJC89P2V,LOS NOBLES III,8000006,1417364,91,29
91,#2G2L9U9Q8,The Kommunity,8000025,1417349,92,27
